Unloaded module: latex/TeXLive12
Loaded module: python3/3.6.0
c1=-5, c2=5, d=15, lambda=0.1

 Train: 0.07662707977153443 Validation: 15.872343240433304

c1=-5, c2=5, d=15, lambda=1

 Train: 0.07609186168236774 Validation: 15.865704334198746

c1=-5, c2=5, d=15, lambda=10

 Train: 0.07608833683532294 Validation: 15.85901833552881

c1=-5, c2=5, d=15, lambda=100

 Train: 0.07608825926782778 Validation: 15.860972794817286

c1=-5, c2=5, d=20, lambda=0.01

 Train: 275236.55654056044 Validation: 285109.44013944716

c1=-5, c2=5, d=20, lambda=0.1

 Train: 442.257352661601 Validation: 537.6089651288097

c1=-5, c2=5, d=20, lambda=1

 Train: 35727.2053146748 Validation: 65878.4256480192

c1=-5, c2=5, d=20, lambda=10

 Train: 7956365.2764074 Validation: 24665656.127476696

c1=-5, c2=5, d=20, lambda=100

 Train: 0.22248233386905597 Validation: 18.433001570415644

c1=-5, c2=10, d=-20, lambda=0.01

 Train: 0.7658310122700904 Validation: 0.742460903620399

c1=-5, c2=10, d=-20, lambda=0.1

 Train: 0.7659520031857001 Validation: 0.7424560436752368

c1=-5, c2=10, d=-20, lambda=1

 Train: 0.7659744403600182 Validation: 0.7424505398000492

c1=-5, c2=10, d=-20, lambda=10

 Train: 0.7659782806264929 Validation: 0.7424498690961814

c1=-5, c2=10, d=-20, lambda=100

 Train: 0.7659787142361117 Validation: 0.7424498234720621

c1=-5, c2=10, d=-15, lambda=0.01

 Train: 0.7652323617600325 Validation: 0.742461120238637

c1=-5, c2=10, d=-15, lambda=0.1

 Train: 0.7658658890401461 Validation: 0.7424572381665298

c1=-5, c2=10, d=-15, lambda=1

 Train: 0.7659638881513339 Validation: 0.7424509358766196

c1=-5, c2=10, d=-15, lambda=10

 Train: 0.76597715366851 Validation: 0.7424498938879

c1=-5, c2=10, d=-15, lambda=100

 Train: 0.7659788672534769 Validation: 0.742449825585849

c1=-5, c2=10, d=-10, lambda=0.01

 Train: 0.7641309443480755 Validation: 0.7424448152794526

c1=-5, c2=10, d=-10, lambda=0.1

 Train: 0.7653754213151704 Validation: 0.7424566433377249

c1=-5, c2=10, d=-10, lambda=1

 Train: 0.7658982826705645 Validation: 0.742451349658061

c1=-5, c2=10, d=-10, lambda=10

 Train: 0.7659704042291656 Validation: 0.7424499155406664

c1=-5, c2=10, d=-10, lambda=100

 Train: 0.7659819526196248 Validation: 0.742449827020343

c1=-5, c2=10, d=-5, lambda=0.01

 Train: 0.5571120578732033 Validation: 0.5340052154641013

c1=-5, c2=10, d=-5, lambda=0.1

 Train: 0.6861386407476525 Validation: 0.6628355276736061

c1=-5, c2=10, d=-5, lambda=1

 Train: 0.7551105499128582 Validation: 0.7318550860586325

c1=-5, c2=10, d=-5, lambda=10

 Train: 0.764851523727141 Validation: 0.7413550776701457

c1=-5, c2=10, d=-5, lambda=100

 Train: 0.7658767595451903 Validation: 0.7423399633579751

c1=-5, c2=10, d=0, lambda=0.01

 Train: 0.5555076189496058 Validation: 0.5264812471594592

c1=-5, c2=10, d=0, lambda=0.1

 Train: 0.555507619240874 Validation: 0.5264811217352311

c1=-5, c2=10, d=0, lambda=1

 Train: 0.5555076483495623 Validation: 0.5264798955628145

c1=-5, c2=10, d=0, lambda=10

 Train: 0.5555105411811626 Validation: 0.5264704214376545

c1=-5, c2=10, d=0, lambda=100

 Train: 0.5557826060971731 Validation: 0.5266363806973965

c1=-5, c2=10, d=5, lambda=0.01

 Train: 0.07608828238563442 Validation: 28.4565709847169

c1=-5, c2=10, d=5, lambda=0.1

 Train: 0.07608983969281187 Validation: 22.762971473131667

c1=-5, c2=10, d=5, lambda=1

 Train: 0.07610730174039967 Validation: 7.5827432977838125

c1=-5, c2=10, d=5, lambda=10

 Train: 0.07637495587997306 Validation: 3.212342410474564

c1=-5, c2=10, d=5, lambda=100

 Train: 0.43145507924547827 Validation: 26.89424307624538

c1=-5, c2=10, d=10, lambda=0.01

 Train: 0.07620300799819094 Validation: 4.213822294600746

c1=-5, c2=10, d=10, lambda=0.1

 Train: 0.07608936636959598 Validation: 4.207539530436908

c1=-5, c2=10, d=10, lambda=1

 Train: 0.07608831801285437 Validation: 4.209839904453716

c1=-5, c2=10, d=10, lambda=10

 Train: 0.07608825846705243 Validation: 4.209999252812844

c1=-5, c2=10, d=10, lambda=100

 Train: 0.07608825782189532 Validation: 4.210192926161463

c1=-5, c2=10, d=15, lambda=0.01

 Train: 3.3012295359966167e+18 Validation: 3.2042620472286577e+18

c1=-5, c2=10, d=15, lambda=0.1

 Train: 1910987.8586919445 Validation: 5268026.151624559

c1=-5, c2=10, d=15, lambda=1

 Train: 45.065257054879645 Validation: 93.57162413120263

c1=-5, c2=10, d=15, lambda=10

 Train: 0.6283407053146859 Validation: 6.21057265227891

c1=-5, c2=10, d=15, lambda=100

 Train: 0.14505873315358334 Validation: 5.391387543088059

c1=-5, c2=10, d=20, lambda=0.01
singular matrix error
c1=-5.25, c2=10.5, d=21.0, lambda=0.0105
c1=-5, c2=10, d=20, lambda=0.1
singular matrix error
c1=-5.25, c2=10.5, d=21.0, lambda=0.10500000000000001
c1=-5, c2=10, d=20, lambda=1
singular matrix error
c1=-5.25, c2=10.5, d=21.0, lambda=1.05
